genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
OR035669.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035669.1
OR035665.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035665.1
OR035662.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035662.1
OR035667.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035667.1
OR035671.1	B.1.NmC1	B.1.NmC9 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035671.1
OR086938.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086938.1
OR035674.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035674.1
OR035676.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035676.1
OR035677.1	B.1.NmC1	B.1.NmC9 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035677.1
OQ773440.1	B.1.NmC1	B.1.NmC1 + B.1.NmC5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OQ773440.1
OR086939.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086939.1
OR086944.1	B.1.NmC1	B.1.NmC9 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086944.1
OR086955.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086955.1
OR086957.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086957.1
OR086966.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086966.1
OR086977.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086977.1
OR086978.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086978.1
OR086980.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086980.1
OR086982.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086982.1
OR086987.1	B.1.NmC1	B.1.NmC9 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086987.1
OR086990.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086990.1
OR086997.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR086997.1
OR087003.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR087003.1
OR087005.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR087005.1
OR095041.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR095041.1
OR035687.1	B.1.NmC1	B.1.NmC9 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035687.1
OR035688.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035688.1
OR035691.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035691.1
OR035693.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035693.1
OR095066.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR095066.1
PP852945.2	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_PP852945.2
OR035717.1	B.1.NmC1	B.1.NmC1 + B.1.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035717.1
OR035722.1	B.1.NmC1	B.1.1 + B.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035722.1
OR035728.1	B.1.NmC1	B.1.NmC1 + C.1 + B.1.NmC1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035728.1
PQ340481.1	B.1.NmC1	B.1.NmC9 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_PQ340481.1
PP507064.1	F.1.NmC1	B.1.20.NmC1 + F.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_57_F.1.NmC1_PP507064.1
ON609725.2	A.1.NmC1	A.1.NmC3 + B.1.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_ON609725.2
ON754987.1	A.1.NmC1	A.1.NmC3 + B.1.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_ON754987.1
ON754984.1	A.1.NmC1	B.1.2.NmC4 + C.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_ON754984.1
OP715830.1	A.1.NmC1	A.1.NmC3 + B.1.2.NmC5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP715830.1
OP764617.1	A.1.NmC1	A.1.NmC3 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP764617.1
OP837342.1	A.1.NmC1	A.1.NmC1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP837342.1
ON751962.1	A.1.NmC1	A.1.NmC3 + B.1.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_ON751962.1
PQ336092.1	A.1.NmC1	A.1.NmC3 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_PQ336092.1
OP605555.1	A.1.NmC1	A.1.NmC3 + B.1.14	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP605555.1
OP605557.1	A.1.NmC1	A.1.NmC3 + B.1.13	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP605557.1
OP605564.1	A.1.NmC1	B.1.2.NmC4 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP605564.1
OQ603480.1	A.1.NmC1	B.1.NmC10 + B.1.NmC2 + B.1.NmC10	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OQ603480.1
OP722498.1	A.1.NmC1	B.1.NmC10 + B.1.NmC5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP722498.1
OP879722.1	A.1.NmC1	A.1.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP879722.1
OP215259.1	A.1.NmC1	A.1.NmC3 + B.1.21	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP215259.1
OP605583.1	A.1.NmC1	A.1.NmC1 + B.1.2.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP605583.1
OR759170.1	A.1.NmC1	A.1.NmC1 + B.1.12.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OR759170.1
OR759199.1	A.1.NmC1	A.1.NmC2 + B.1.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OR759199.1
OR759219.1	A.1.NmC1	A.1.NmC1 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OR759219.1
OP442558.2	A.1.NmC1	B.1.13.NmC1 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP442558.2
OQ503782.1	A.1.NmC1	B.1.2 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OQ503782.1
OP920676.1	A.1.NmC1	B.1.2 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP920676.1
OP920694.1	A.1.NmC1	B.1.17.NmC2 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OP920694.1
OQ503803.1	A.1.NmC1	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OQ503803.1
OQ644781.1	A.1.NmC1	B.1.17.NmC1 + A.1.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OQ644781.1
OQ330997.1	A.1.NmC1	A.1.NmC1 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OQ330997.1
OQ644783.1	A.1.NmC1	A.1.NmC3 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OQ644783.1
OR499951.1	A.1.NmC1	A.1.NmC3 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OR499951.1
OR381840.1	A.1.NmC1	A.1.NmC3 + C.1.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_OR381840.1
PP556326.1	A.1.NmC1	A.1.NmC3 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_PP556326.1
PP588401.1	A.1.NmC1	A.1.NmC3 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_PP588401.1
PQ207095.1	A.1.NmC1	A.1.NmC3 + F.3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_59_A.1.NmC1_PQ207095.1
OP890361.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890361.1
OR146313.1	B.1.17.NmC2	B.1.2.NmC5 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR146313.1
OP414325.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP414325.1
OR146445.1	B.1.17.NmC2	B.1.2.NmC5 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR146445.1
OP414302.1	B.1.17.NmC2	B.1.2.NmC5 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP414302.1
OR146298.1	B.1.17.NmC2	B.1.2.NmC5 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR146298.1
OP555464.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP555464.1
OP605574.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.17.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP605574.1
OP555480.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP555480.1
OP245343.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP245343.1
OP722507.1	B.1.17.NmC2	B.1.17.NmC5 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP722507.1
OP615268.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP615268.1
OR146414.1	B.1.17.NmC2	B.1.2.NmC5 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR146414.1
OP440582.1	B.1.17.NmC2	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP440582.1
OR146410.1	B.1.17.NmC2	B.1.12 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR146410.1
OP440557.1	B.1.17.NmC2	B.1.17.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP440557.1
OP440590.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.3.NmC1 + B.1.17.NmC2	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP440590.1
OP440591.2	B.1.17.NmC2	B.1.17.NmC5 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP440591.2
OP440560.1	B.1.17.NmC2	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP440560.1
OP615278.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP615278.1
OP440535.1	B.1.17.NmC2	B.1.2.NmC3 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP440535.1
OP580606.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP580606.1
OP555537.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.9	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP555537.1
OP555534.1	B.1.17.NmC2	B.1.2.NmC5 + F.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP555534.1
OP555546.1	B.1.17.NmC2	B.1.2.NmC5 + F.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP555546.1
OP580602.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP580602.1
OP580610.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP580610.1
OR146429.1	B.1.17.NmC2	B.1.13.NmC1 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR146429.1
OP539937.1	B.1.17.NmC2	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP539937.1
OR146408.1	B.1.17.NmC2	B.1.7 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR146408.1
OQ503833.1	B.1.17.NmC2	B.1.21 + B.1.17 + B.1.21	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OQ503833.1
OP539902.1	B.1.17.NmC2	B.1.4 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP539902.1
OP539928.1	B.1.17.NmC2	B.1.21 + B.1.17.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP539928.1
OP555629.1	B.1.17.NmC2	B.1.2.NmC5 + F.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP555629.1
OP539887.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP539887.1
OR146416.1	B.1.17.NmC2	B.1.17.NmC3 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR146416.1
OP539931.1	B.1.17.NmC2	B.1.2.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP539931.1
OP555651.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP555651.1
OR146390.1	B.1.17.NmC2	B.1.2.NmC5 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR146390.1
OP580613.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP580613.1
OP580597.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.12.NmC1 + B.1.17.NmC2	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP580597.1
OP890535.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890535.1
OP890536.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890536.1
OP890537.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890537.1
OP890538.1	B.1.17.NmC2	B.1.4 + B.1.17.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890538.1
OP748954.1	B.1.17.NmC2	B.1.4 + B.1.17.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP748954.1
OP890548.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890548.1
OP680503.1	B.1.17.NmC2	B.1.6 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP680503.1
OP680508.1	B.1.17.NmC2	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP680508.1
OP890546.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890546.1
OP890551.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890551.1
OP890549.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890549.1
OP920687.1	B.1.17.NmC2	B.1.12.NmC2 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP920687.1
OQ330987.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OQ330987.1
OP920678.1	B.1.17.NmC2	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP920678.1
OP890527.1	B.1.17.NmC2	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890527.1
OP920695.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP920695.1
OP890562.1	B.1.17.NmC2	B.1.6 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890562.1
OP890576.1	B.1.17.NmC2	B.1.17 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OP890576.1
OQ503813.1	B.1.17.NmC2	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OQ503813.1
OQ644785.1	B.1.17.NmC2	B.1.6 + B.1.17.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OQ644785.1
OQ331004.1	B.1.17.NmC2	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OQ331004.1
OQ331005.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OQ331005.1
OR500006.1	B.1.17.NmC2	B.1.17.NmC5 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR500006.1
OR499972.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.17.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR499972.1
OR499985.1	B.1.17.NmC2	B.1.17.NmC5 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR499985.1
OR725695.1	B.1.17.NmC2	F.5 + B.1.17.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_OR725695.1
PP882805.1	B.1.17.NmC2	B.1.17.NmC2 + B.1.22.NmC1 + B.1.17.NmC2	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_PP882805.1
PP734013.1	B.1.17.NmC2	B.1.20.NmC1 + B.1.17.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_61_B.1.17.NmC2_PP734013.1
OP612679.1	A.1	A.1 + B.1.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_62_A.1_OP612679.1
OP612683.1	A.1	B.1.NmC10 + A.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_62_A.1_OP612683.1
OP612685.1	A.1	B.1.NmC10 + A.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_62_A.1_OP612685.1
OP612686.1	A.1	F.6 + A.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_62_A.1_OP612686.1
OP612687.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_62_A.1_OP612687.1
PQ153147.1	A.1	F.2.NmC2 + A.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_62_A.1_PQ153147.1
OR665162.1	F.6	F.6 + B.1.20.NmC1 + F.6	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_63_F.6_OR665162.1
OR665165.1	F.6	F.6 + B.1.20.NmC1 + F.6	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_63_F.6_OR665165.1
OR950770.1	F.6	F.6 + B.1.20.NmC1 + F.6	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_63_F.6_OR950770.1
PP507073.1	F.6	B.1.17.NmC5 + F.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_63_F.6_PP507073.1
ON755040.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_ON755040.1
ON880528.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_ON880528.1
